soil_type,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,ph,season,crop_label
Red,97,77,21,27.73,89.16,217.44,5.65,Rabi,Soybean
Black,80,45,42,22.11,47.53,113.5,6.27,Zaid,Cotton
Red,94,36,63,18.58,60.69,132.21,5.62,Zaid,Cotton
Loamy,93,41,38,33.22,76.38,88.03,6.35,Zaid,Maize
Red,58,43,20,23.36,47.76,116.88,7.27,Zaid,Groundnut
Clay,54,59,34,32.02,60.23,55.92,5.64,Kharif,Soybean
Red,97,37,44,19.81,66.34,276.83,7.32,Kharif,Cotton
Red,86,56,59,33.96,44.0,279.3,6.51,Kharif,Groundnut
Sandy,49,63,68,29.51,75.81,93.86,6.41,Kharif,Sugarcane
Sandy,70,61,26,31.13,57.22,154.22,6.28,Kharif,Soybean
Black,45,62,28,23.44,41.32,194.96,6.65,Zaid,Soybean
Loamy,66,39,24,24.66,47.21,168.33,6.78,Kharif,Groundnut
Sandy,79,69,69,19.18,56.2,162.02,6.17,Kharif,Groundnut
Sandy,62,27,68,31.63,55.25,262.91,5.82,Zaid,Rice
Clay,57,71,61,18.95,74.56,223.63,5.96,Kharif,Sugarcane
Sandy,77,28,34,32.54,89.65,167.85,6.83,Rabi,Wheat
Clay,76,61,25,30.53,45.6,281.73,6.57,Zaid,Sugarcane
Red,84,47,45,19.77,43.11,100.2,5.65,Rabi,Maize
Sandy,85,37,35,27.22,61.51,262.75,5.52,Zaid,Groundnut
Loamy,90,63,24,32.83,61.24,262.64,6.67,Kharif,Rice
Sandy,52,62,28,25.21,69.44,204.48,6.39,Rabi,Rice
Sandy,49,67,35,21.69,74.79,56.91,6.89,Rabi,Maize
Red,68,75,68,29.68,74.58,225.0,6.99,Zaid,Sugarcane
Sandy,99,79,25,29.49,59.59,286.87,6.65,Rabi,Rice
Sandy,75,65,50,18.43,54.36,251.96,7.1,Rabi,Maize
Loamy,55,28,52,27.24,61.21,279.58,6.64,Kharif,Soybean
Red,72,53,27,24.16,73.58,136.7,5.52,Rabi,Rice
Sandy,49,66,65,29.71,54.43,67.21,6.42,Zaid,Maize
Sandy,65,62,36,32.09,46.78,66.78,6.86,Kharif,Rice
Black,53,52,53,31.16,77.04,247.95,5.67,Kharif,Rice
Red,88,37,50,30.74,84.0,284.67,6.16,Zaid,Rice
Black,93,56,45,21.64,62.32,263.98,5.96,Rabi,Groundnut
Sandy,65,57,30,31.27,89.91,287.77,5.97,Zaid,Sugarcane
Loamy,69,55,66,29.28,52.97,73.58,7.31,Kharif,Rice
Red,78,29,64,31.02,76.81,194.07,6.26,Rabi,Rice
Clay,71,44,41,22.75,41.25,176.69,7.01,Kharif,Sugarcane
Clay,88,24,69,23.79,41.72,61.89,7.01,Kharif,Wheat
Red,86,36,49,24.26,41.56,153.52,5.99,Rabi,Rice
Red,61,41,40,23.49,60.21,199.58,7.38,Rabi,Wheat
Clay,71,24,22,24.08,42.15,217.9,5.71,Zaid,Wheat
Black,55,77,41,21.89,81.48,244.39,6.79,Kharif,Groundnut
Black,40,24,55,29.4,64.96,281.19,7.28,Rabi,Groundnut
Sandy,83,45,41,28.85,48.18,100.91,6.91,Zaid,Cotton
Loamy,49,25,67,33.1,53.43,187.93,5.71,Kharif,Cotton
Clay,79,41,26,21.77,77.77,129.78,5.58,Kharif,Sugarcane
Loamy,99,33,36,31.83,60.74,78.81,6.1,Kharif,Maize
Black,93,52,60,21.26,67.02,103.0,6.37,Rabi,Cotton
Black,60,64,22,27.29,65.27,119.66,5.92,Kharif,Maize
Clay,46,65,62,23.12,71.84,124.4,6.98,Rabi,Groundnut
Clay,45,23,42,27.49,62.4,234.52,6.09,Zaid,Rice
Sandy,87,49,26,24.27,57.27,142.08,6.03,Kharif,Soybean
Black,83,73,31,18.18,46.51,186.39,5.85,Zaid,Groundnut
Loamy,94,38,58,28.35,79.72,169.24,6.94,Rabi,Maize
Loamy,62,32,47,33.43,51.1,131.88,6.88,Rabi,Groundnut
Red,93,23,58,26.74,87.04,248.51,7.2,Kharif,Cotton
Clay,87,29,41,29.61,70.96,219.77,7.2,Rabi,Wheat
Black,64,27,41,32.59,64.86,158.5,6.82,Zaid,Rice
Sandy,93,59,46,27.31,64.95,216.68,5.66,Zaid,Sugarcane
Clay,63,27,56,33.27,49.04,286.25,6.38,Rabi,Soybean
Red,58,48,60,24.35,43.7,123.79,7.05,Zaid,Groundnut
Black,86,35,40,23.58,54.04,103.99,5.7,Kharif,Groundnut
Sandy,58,39,34,23.84,59.05,159.35,5.77,Zaid,Soybean
Loamy,40,67,45,27.6,68.98,153.62,7.41,Kharif,Soybean
Black,82,31,26,33.89,40.74,278.03,7.49,Rabi,Soybean
Black,64,69,47,27.82,78.9,232.69,5.58,Zaid,Wheat
Sandy,74,78,44,19.36,68.82,211.93,7.13,Rabi,Rice
Clay,50,38,64,28.23,64.95,269.92,6.56,Zaid,Rice
Clay,84,56,63,24.36,84.8,190.58,6.82,Rabi,Cotton
Black,43,52,20,25.59,56.97,289.44,6.13,Zaid,Groundnut
Sandy,47,27,55,28.62,67.41,55.63,5.6,Kharif,Groundnut
Loamy,80,65,56,20.82,45.9,118.91,7.32,Zaid,Cotton
Loamy,78,49,28,19.45,46.14,51.43,6.6,Kharif,Soybean
Black,65,65,58,22.7,43.49,297.02,5.92,Kharif,Maize
Clay,95,44,22,19.42,80.19,94.11,6.9,Zaid,Sugarcane
Red,86,24,62,25.39,76.96,93.86,5.75,Kharif,Wheat
Red,92,57,26,19.77,85.77,245.22,7.06,Rabi,Sugarcane
Clay,43,34,47,25.38,68.28,175.78,6.59,Rabi,Groundnut
Black,65,55,23,18.57,82.74,225.74,5.6,Kharif,Groundnut
Sandy,46,53,36,25.93,77.16,67.12,5.76,Zaid,Rice
Loamy,94,40,67,23.37,68.28,141.13,6.8,Rabi,Groundnut
Black,90,30,58,26.91,41.1,195.05,6.04,Kharif,Sugarcane
Loamy,88,39,53,33.14,86.43,117.17,6.5,Zaid,Groundnut
Black,59,77,22,34.64,85.14,188.89,6.43,Kharif,Cotton
Sandy,57,48,62,19.65,75.47,249.7,6.65,Kharif,Rice
Red,45,27,47,27.58,86.97,222.39,7.12,Rabi,Groundnut
Red,65,35,24,27.89,64.67,66.6,6.92,Kharif,Sugarcane
Loamy,46,30,42,32.34,61.89,201.6,5.94,Kharif,Sugarcane
Sandy,42,25,39,23.42,65.01,89.37,7.46,Zaid,Sugarcane
Sandy,84,59,38,18.51,53.36,188.48,7.05,Kharif,Rice
Clay,84,29,62,25.89,58.32,91.02,7.11,Kharif,Maize
Clay,97,74,61,27.12,60.5,117.04,5.61,Rabi,Wheat
Black,77,32,22,31.29,63.54,54.93,6.48,Kharif,Cotton
Black,41,79,65,28.7,51.12,299.54,5.66,Kharif,Soybean
Black,62,27,42,28.36,49.13,168.8,7.09,Rabi,Wheat
Black,83,72,66,21.35,68.82,211.06,6.55,Kharif,Rice
Black,94,59,35,29.13,55.65,227.88,7.09,Zaid,Wheat
Black,60,49,28,24.85,80.63,70.2,7.34,Zaid,Cotton
Loamy,68,64,33,31.26,49.49,165.62,6.07,Kharif,Maize
Loamy,89,31,68,22.74,54.88,108.9,7.19,Kharif,Groundnut
Red,99,55,32,32.81,58.11,235.66,7.29,Zaid,Wheat
Black,93,59,47,25.88,85.55,234.79,7.29,Rabi,Soybean
Clay,89,36,58,20.86,63.3,209.24,6.7,Rabi,Maize
Clay,84,21,65,26.56,67.59,75.15,6.8,Zaid,Sugarcane
Loamy,92,78,51,19.03,61.96,183.93,7.43,Kharif,Cotton
Red,55,64,62,24.07,64.78,233.73,5.75,Kharif,Rice
Black,91,66,25,23.95,52.34,66.62,6.95,Kharif,Soybean
Clay,60,34,24,29.98,87.54,229.74,7.09,Kharif,Rice
Loamy,87,25,57,25.02,50.73,147.5,5.82,Rabi,Groundnut
Black,48,52,43,28.98,55.46,279.25,6.24,Kharif,Soybean
Red,56,61,34,20.26,74.63,198.51,6.94,Zaid,Groundnut
Loamy,65,51,20,33.53,66.12,164.83,7.07,Rabi,Wheat
Sandy,48,78,60,24.14,73.12,257.29,7.18,Zaid,Groundnut
Red,72,25,28,31.99,89.48,88.68,6.96,Zaid,Maize
Red,77,54,67,23.13,46.17,139.8,7.0,Rabi,Soybean
Black,86,51,65,29.45,69.0,134.07,6.35,Zaid,Maize
Red,78,51,45,29.2,63.84,87.67,6.77,Kharif,Rice
Sandy,55,41,25,23.79,78.62,170.53,5.91,Zaid,Wheat
Black,51,74,45,24.69,55.82,274.2,6.84,Kharif,Groundnut
Clay,46,74,49,20.42,43.66,172.05,5.52,Rabi,Cotton
Red,65,69,64,31.3,83.66,112.44,7.03,Zaid,Cotton
Red,86,26,65,33.85,53.43,231.46,6.51,Rabi,Cotton
Loamy,68,23,26,25.66,46.57,259.02,5.67,Zaid,Soybean
Clay,58,76,63,31.84,47.13,77.09,7.01,Rabi,Wheat
Sandy,89,32,35,28.47,75.66,152.73,7.19,Rabi,Cotton
Black,97,50,27,19.82,64.78,289.14,5.96,Zaid,Sugarcane
Black,49,33,42,28.46,71.76,102.06,6.47,Zaid,Cotton
Sandy,80,78,39,19.02,89.29,85.67,6.12,Kharif,Soybean
Black,68,30,61,31.3,68.34,98.65,6.64,Zaid,Rice
Clay,61,71,50,20.86,81.38,289.38,7.36,Kharif,Maize
Loamy,81,49,66,21.21,68.32,206.62,6.33,Kharif,Groundnut
Red,66,60,51,22.05,70.96,182.93,6.32,Kharif,Groundnut
Sandy,45,42,49,23.88,77.47,240.49,6.32,Rabi,Maize
Sandy,95,77,66,32.14,58.91,78.8,5.66,Kharif,Sugarcane
Black,55,77,21,29.3,66.69,118.38,7.43,Rabi,Groundnut
Sandy,52,68,52,20.9,54.61,260.39,6.87,Kharif,Maize
Loamy,44,54,57,25.97,58.87,296.99,6.57,Zaid,Wheat
Sandy,69,38,49,34.01,71.62,287.95,5.96,Kharif,Rice
Loamy,63,26,53,21.17,59.32,213.41,7.31,Kharif,Soybean
Red,52,58,54,26.39,53.37,72.28,6.32,Rabi,Rice
Loamy,85,61,54,22.65,73.96,118.85,6.36,Kharif,Groundnut
Clay,52,33,51,19.85,87.82,214.18,7.08,Zaid,Rice
Loamy,44,50,55,22.34,79.09,100.85,7.19,Rabi,Sugarcane
Red,99,77,25,28.55,75.23,230.12,7.41,Kharif,Groundnut
Loamy,49,49,69,18.12,57.04,187.68,7.27,Kharif,Cotton
Sandy,85,33,66,29.72,72.27,251.29,6.57,Zaid,Groundnut
Loamy,84,58,42,24.64,64.63,285.31,6.04,Rabi,Soybean
Sandy,50,25,60,31.5,42.14,235.27,7.06,Kharif,Maize
Clay,56,58,58,34.37,42.57,258.84,6.81,Zaid,Rice
Loamy,61,70,47,26.51,67.24,206.14,5.92,Zaid,Groundnut
Clay,46,28,68,26.94,65.66,105.51,6.29,Kharif,Wheat
Red,60,36,56,21.65,44.45,260.38,6.33,Rabi,Soybean
Red,96,49,38,22.29,48.6,122.35,6.56,Kharif,Maize
Loamy,47,61,30,18.28,89.78,269.58,5.93,Zaid,Rice
Loamy,74,64,36,31.99,42.45,256.64,7.15,Kharif,Cotton
Clay,99,60,69,29.64,51.07,97.22,5.95,Kharif,Cotton
Red,68,62,29,32.04,58.83,299.73,5.72,Kharif,Rice
Sandy,43,72,47,24.15,75.75,250.19,6.52,Zaid,Wheat
Clay,41,23,41,24.93,56.16,151.78,6.04,Kharif,Cotton
Black,54,20,26,27.7,81.79,230.07,6.25,Rabi,Wheat
Sandy,62,56,37,19.62,45.12,220.14,6.22,Zaid,Maize
Black,48,66,60,26.27,51.89,158.53,6.63,Kharif,Groundnut
Clay,58,38,68,25.96,45.06,212.13,6.23,Zaid,Soybean
Clay,41,30,49,19.22,84.64,63.68,7.36,Zaid,Groundnut
Clay,91,62,31,32.19,61.23,275.79,6.77,Zaid,Groundnut
Loamy,50,26,41,18.81,65.66,134.97,6.78,Kharif,Soybean
Red,66,26,40,23.72,46.55,199.81,6.45,Rabi,Rice
Sandy,94,41,30,23.87,76.27,214.63,7.45,Kharif,Groundnut
Loamy,50,23,65,22.58,50.37,100.49,5.67,Kharif,Rice
Red,49,35,41,34.71,52.05,79.65,6.22,Zaid,Wheat
Loamy,86,31,62,19.41,61.47,53.09,5.9,Zaid,Wheat
Clay,88,27,27,32.17,75.59,283.11,6.1,Rabi,Cotton
Loamy,66,59,27,32.94,45.64,293.09,6.2,Rabi,Groundnut
Black,89,45,46,23.1,65.09,145.01,7.04,Zaid,Maize
Red,64,42,26,22.01,47.52,204.66,6.35,Rabi,Groundnut
Sandy,91,23,37,34.27,84.36,186.92,6.49,Rabi,Cotton
Sandy,99,30,29,33.98,85.09,256.62,7.17,Zaid,Groundnut
Sandy,59,66,65,28.45,51.35,60.48,6.91,Rabi,Groundnut
Red,87,63,66,27.17,44.74,141.14,6.98,Zaid,Maize
Clay,48,46,69,33.13,86.87,82.23,7.15,Kharif,Groundnut
Clay,61,61,31,22.44,56.17,103.95,6.32,Zaid,Sugarcane
Loamy,85,56,65,29.41,67.52,67.32,5.57,Zaid,Cotton
Clay,93,51,60,27.57,53.51,268.09,7.0,Zaid,Soybean
Clay,60,66,20,26.01,55.88,215.12,5.91,Rabi,Groundnut
Red,92,29,45,28.31,40.79,261.9,6.44,Kharif,Cotton
Sandy,86,45,49,34.09,77.33,291.82,6.97,Rabi,Cotton
Loamy,44,48,20,32.0,65.03,180.94,7.48,Zaid,Soybean
Clay,79,44,37,19.17,74.25,202.91,6.88,Zaid,Cotton
Clay,93,79,51,18.15,46.35,296.65,6.54,Kharif,Cotton
Sandy,54,44,30,19.33,65.05,123.72,5.63,Zaid,Wheat
Red,41,59,51,24.64,83.19,52.13,6.86,Zaid,Cotton
Black,93,33,67,20.57,65.1,225.54,7.22,Kharif,Cotton
Red,55,61,54,33.08,62.81,98.27,7.32,Rabi,Groundnut
Black,51,40,24,18.68,71.98,135.33,6.1,Rabi,Rice
Black,65,33,49,31.09,56.32,158.8,6.69,Zaid,Groundnut
Red,77,42,48,33.15,66.57,95.53,6.39,Zaid,Groundnut
Sandy,76,30,68,30.4,74.07,273.15,6.67,Kharif,Maize
Red,91,78,32,30.06,64.72,214.97,7.48,Kharif,Soybean
Red,82,58,33,22.24,72.3,136.92,7.06,Zaid,Soybean
Black,43,38,28,24.12,46.83,92.6,7.33,Kharif,Sugarcane
Sandy,84,22,66,31.58,83.66,175.7,6.39,Kharif,Rice
Sandy,97,40,67,19.82,62.25,57.72,7.34,Kharif,Soybean
Black,83,74,69,27.1,75.26,117.45,5.67,Zaid,Sugarcane
Loamy,90,57,31,23.26,52.33,164.96,6.23,Rabi,Cotton
Black,61,43,39,21.49,49.33,177.31,5.6,Kharif,Maize
Sandy,88,69,62,20.48,72.39,141.75,6.09,Zaid,Rice
Black,81,56,55,26.47,57.41,74.32,5.53,Kharif,Maize
Clay,82,30,42,34.22,70.51,112.18,7.02,Kharif,Rice
Red,71,64,64,20.99,88.93,108.08,6.89,Rabi,Sugarcane
Clay,52,34,46,26.27,58.4,148.31,7.12,Zaid,Wheat
Loamy,43,63,26,20.24,58.34,270.67,7.11,Kharif,Sugarcane
Black,73,52,41,25.2,42.97,212.38,6.97,Zaid,Maize
Loamy,41,49,68,29.76,70.65,154.91,6.8,Zaid,Cotton
Clay,60,42,68,28.87,84.76,252.64,6.24,Zaid,Wheat
Red,47,26,36,33.37,89.0,95.17,5.63,Kharif,Soybean
Red,95,68,64,34.62,53.82,297.37,6.34,Zaid,Rice
Red,96,64,42,31.14,79.01,208.63,5.87,Kharif,Maize
Loamy,85,65,29,34.05,80.17,145.52,6.04,Rabi,Sugarcane
Clay,42,24,68,29.02,49.1,159.82,5.62,Zaid,Soybean
Loamy,52,64,52,20.17,47.97,252.15,6.01,Rabi,Wheat
Clay,67,41,65,27.5,45.0,237.85,7.1,Kharif,Cotton
Clay,49,34,37,26.26,70.68,274.78,6.64,Kharif,Rice
Black,53,63,64,33.83,71.4,166.51,6.32,Kharif,Wheat
Sandy,64,78,49,18.91,46.72,138.17,6.09,Kharif,Cotton
Black,42,47,20,19.91,72.03,146.28,5.69,Kharif,Groundnut
Sandy,41,34,26,28.0,73.0,243.81,7.24,Rabi,Rice
Black,86,71,68,19.55,82.42,219.84,6.72,Rabi,Wheat
Clay,66,59,53,32.96,40.45,109.75,7.27,Rabi,Wheat
Black,49,71,64,27.28,64.74,166.29,6.83,Rabi,Rice
Loamy,59,33,58,27.82,76.22,58.21,5.78,Rabi,Wheat
Clay,81,78,57,24.49,81.28,202.45,5.91,Kharif,Soybean
Red,69,69,21,18.84,40.29,239.86,6.54,Zaid,Maize
Loamy,69,52,33,26.69,80.01,143.09,6.49,Rabi,Maize
Clay,61,72,61,27.18,69.27,253.53,6.32,Zaid,Rice
Loamy,64,25,65,18.84,52.18,140.76,7.45,Zaid,Groundnut
Sandy,56,60,54,30.85,43.25,51.81,6.24,Rabi,Wheat
Red,56,34,40,25.38,86.85,100.45,6.22,Zaid,Groundnut
Sandy,85,66,49,29.77,61.17,185.23,6.07,Kharif,Groundnut
Black,85,23,47,18.54,41.17,180.72,5.76,Kharif,Maize
Sandy,43,26,20,30.87,77.46,297.15,7.35,Kharif,Groundnut
Black,71,45,47,18.86,64.21,297.46,7.01,Kharif,Rice
Sandy,88,37,47,26.63,76.25,106.65,7.35,Zaid,Cotton
Sandy,84,27,53,22.94,41.45,254.35,6.83,Kharif,Wheat
Loamy,58,69,49,30.48,56.04,146.1,7.22,Zaid,Sugarcane
Black,70,44,23,18.03,48.65,102.49,6.48,Kharif,Wheat
Red,95,46,67,32.35,45.74,148.69,5.71,Zaid,Wheat
Loamy,83,52,57,34.03,88.74,280.79,5.57,Zaid,Soybean
Red,86,68,67,31.31,56.7,239.84,6.0,Rabi,Sugarcane
Sandy,56,43,35,19.15,85.18,293.15,7.44,Kharif,Cotton
Clay,43,59,20,25.58,61.5,154.04,7.4,Rabi,Soybean
Black,98,25,43,25.09,44.36,160.6,5.53,Zaid,Soybean
Clay,92,79,53,29.13,73.15,254.76,6.53,Kharif,Maize
Sandy,98,76,28,19.02,75.43,193.48,6.93,Zaid,Maize
Loamy,53,78,66,31.0,87.63,144.4,5.55,Rabi,Soybean
Clay,91,30,54,18.04,60.61,193.08,6.14,Kharif,Rice
Loamy,48,73,37,23.2,67.4,124.27,7.23,Zaid,Soybean
Red,49,37,23,18.38,88.64,127.92,6.08,Kharif,Sugarcane
Red,62,50,22,28.32,64.22,217.91,6.92,Rabi,Rice
Sandy,56,59,37,29.42,52.82,220.81,5.93,Zaid,Rice
Black,84,34,58,19.44,76.97,190.62,7.19,Zaid,Rice
Sandy,52,25,46,30.25,53.01,138.61,5.92,Rabi,Sugarcane
Black,47,21,56,28.03,66.06,153.63,6.3,Rabi,Rice
Sandy,44,40,25,23.62,67.41,243.59,5.99,Rabi,Cotton
Black,43,68,56,31.48,88.93,257.84,7.05,Zaid,Soybean
Clay,67,32,59,28.98,83.17,196.17,7.39,Rabi,Cotton
Sandy,68,43,43,22.54,48.94,223.27,7.05,Zaid,Cotton
Sandy,44,68,58,25.06,61.84,275.67,6.47,Rabi,Cotton
Loamy,40,42,38,33.79,84.57,120.18,7.06,Kharif,Sugarcane
Red,98,70,31,23.17,61.95,216.24,5.91,Rabi,Soybean
Clay,89,73,27,27.82,54.2,190.87,7.49,Kharif,Sugarcane
Clay,74,26,47,24.93,70.14,53.99,7.44,Zaid,Maize
Black,78,79,63,30.5,87.35,219.24,6.84,Kharif,Groundnut
Loamy,40,61,45,19.45,60.42,298.26,7.2,Zaid,Cotton
Red,88,59,27,34.42,66.74,85.22,6.52,Rabi,Rice
Sandy,93,21,50,29.8,76.1,276.23,6.72,Zaid,Soybean
Clay,57,21,57,28.48,76.77,97.69,5.61,Rabi,Groundnut
Red,94,63,46,28.99,46.29,272.48,6.83,Kharif,Rice
Red,69,61,43,20.75,80.7,279.49,5.65,Kharif,Groundnut
Red,90,40,48,18.85,74.91,178.73,6.72,Zaid,Sugarcane
Sandy,84,26,46,33.73,42.36,165.42,6.95,Kharif,Maize
Loamy,71,31,45,21.21,44.45,210.66,6.78,Zaid,Wheat
Loamy,69,38,57,25.51,85.63,279.3,6.42,Kharif,Cotton
Sandy,92,58,33,20.23,52.72,83.85,6.84,Rabi,Maize
Red,65,31,28,26.5,75.02,284.57,6.45,Zaid,Rice
Sandy,86,20,26,33.51,45.76,127.63,6.89,Rabi,Sugarcane
Clay,97,75,35,21.46,78.47,265.67,6.85,Zaid,Cotton
Red,66,38,37,31.85,70.37,94.37,7.39,Zaid,Rice
Black,61,60,55,25.02,54.15,135.0,6.28,Kharif,Soybean
Sandy,87,76,34,31.95,76.34,172.75,7.18,Kharif,Cotton
Loamy,81,70,39,21.88,48.12,134.51,6.77,Rabi,Rice
Black,91,30,37,30.79,86.34,116.23,6.08,Zaid,Maize
Black,44,27,50,20.12,43.58,64.27,6.52,Zaid,Soybean
Loamy,96,38,47,28.83,41.89,102.8,6.49,Zaid,Soybean
Clay,70,52,54,32.98,68.77,73.04,6.34,Zaid,Rice
Black,57,48,67,18.17,40.09,226.16,7.28,Kharif,Soybean
Red,77,71,39,31.76,58.39,296.55,5.67,Zaid,Sugarcane
Sandy,86,31,55,29.15,86.32,151.1,6.85,Kharif,Cotton
Sandy,88,25,57,32.39,84.26,260.86,5.79,Kharif,Soybean
Loamy,53,59,38,18.26,48.29,152.38,7.32,Kharif,Wheat
Sandy,41,28,65,34.08,86.38,100.33,6.02,Zaid,Sugarcane
Loamy,61,45,36,19.01,51.27,95.82,5.63,Kharif,Wheat
Clay,75,69,42,29.99,78.47,143.21,5.91,Rabi,Groundnut
Clay,79,22,32,31.41,53.77,162.74,6.79,Zaid,Rice
Red,82,25,64,23.35,70.46,216.3,7.11,Rabi,Soybean
Clay,53,39,32,32.61,50.76,216.58,6.81,Zaid,Soybean
Sandy,49,22,22,26.76,54.92,229.59,6.76,Rabi,Wheat
Black,59,47,49,27.99,61.18,134.24,6.73,Rabi,Groundnut
Red,70,53,59,33.1,63.92,78.97,6.69,Rabi,Wheat
Loamy,40,44,52,29.66,63.23,116.29,5.51,Zaid,Soybean
Clay,89,48,57,19.63,89.12,253.37,6.88,Zaid,Wheat
Black,93,50,53,29.72,50.08,78.99,5.84,Kharif,Maize
Red,61,29,32,23.14,59.36,54.66,6.08,Zaid,Rice
Red,86,44,45,28.47,86.2,130.85,7.13,Rabi,Soybean
Loamy,93,70,52,19.11,63.85,74.55,7.35,Rabi,Cotton
Clay,66,36,40,26.87,86.78,119.74,5.94,Kharif,Sugarcane
Sandy,75,46,62,35.0,44.66,194.84,5.63,Rabi,Sugarcane
Loamy,73,75,68,32.51,73.72,256.82,6.36,Kharif,Maize
Black,80,44,55,18.93,78.31,265.25,6.4,Kharif,Soybean
Sandy,87,60,30,22.02,74.25,124.1,6.8,Rabi,Wheat
Clay,96,77,55,21.78,88.64,250.4,6.92,Zaid,Soybean
Sandy,62,56,65,29.83,64.96,295.36,7.0,Rabi,Groundnut
Sandy,91,71,33,29.43,62.05,57.2,6.93,Kharif,Wheat
Red,44,45,42,19.74,71.52,73.1,6.49,Kharif,Maize
Sandy,97,51,31,33.0,83.77,274.95,6.03,Zaid,Maize
Red,57,26,26,26.8,85.54,98.25,6.47,Rabi,Wheat
Loamy,76,63,26,24.87,59.19,162.6,6.23,Zaid,Rice
Loamy,43,62,47,18.11,47.5,152.98,7.0,Zaid,Wheat
Red,73,63,35,27.9,79.36,154.11,6.47,Rabi,Cotton
Clay,89,61,20,33.38,57.33,140.31,7.37,Rabi,Maize
Loamy,93,29,21,21.13,67.08,153.79,6.56,Kharif,Groundnut
Clay,74,51,45,26.21,51.18,232.83,6.38,Zaid,Maize
Red,90,57,32,27.61,56.22,228.3,6.41,Rabi,Rice
Red,84,75,41,30.45,70.2,268.45,5.87,Rabi,Cotton
Red,81,61,42,34.86,65.81,99.65,5.5,Zaid,Cotton
Clay,81,56,20,23.99,58.97,149.32,5.57,Zaid,Sugarcane
Red,81,71,31,32.82,57.14,144.06,6.42,Zaid,Wheat
Loamy,81,51,41,24.05,52.37,139.02,7.03,Rabi,Maize
Loamy,95,55,29,27.34,80.49,93.36,7.36,Zaid,Groundnut
Red,98,77,30,29.94,61.42,204.64,7.35,Kharif,Maize
Red,65,69,33,32.0,78.13,279.27,6.78,Rabi,Groundnut
Red,81,61,53,32.37,49.97,64.61,6.66,Kharif,Soybean
Sandy,60,21,54,21.97,59.98,157.13,6.09,Zaid,Soybean
Sandy,55,61,60,32.01,61.71,211.63,6.98,Rabi,Rice
Red,71,53,51,19.21,51.59,137.73,5.57,Zaid,Sugarcane
Loamy,60,29,61,27.26,89.22,250.99,6.53,Zaid,Groundnut
Loamy,85,32,30,24.39,42.74,194.45,6.17,Kharif,Soybean
Sandy,63,64,23,25.36,42.54,78.85,7.36,Rabi,Cotton
Red,99,74,62,31.28,41.71,183.23,7.41,Rabi,Sugarcane
Red,82,58,36,24.78,85.75,292.57,6.46,Rabi,Soybean
Clay,75,46,66,27.25,53.61,288.08,6.42,Kharif,Sugarcane
Black,42,22,23,20.42,41.14,191.06,5.56,Rabi,Soybean
Black,56,77,47,25.86,48.89,159.02,6.6,Rabi,Groundnut
Red,82,25,55,26.88,67.0,296.14,7.45,Rabi,Wheat
Red,88,23,55,25.48,62.99,173.0,6.96,Zaid,Soybean
Loamy,61,55,32,29.33,41.86,241.15,5.69,Zaid,Rice
Sandy,59,31,48,19.4,77.49,292.19,7.01,Rabi,Rice
Clay,67,68,59,30.99,62.65,60.21,5.61,Zaid,Rice
Clay,44,67,58,18.42,57.7,265.54,7.25,Zaid,Soybean
Sandy,92,30,39,29.99,54.41,65.62,6.46,Kharif,Rice
Clay,84,64,58,33.59,78.64,87.6,5.9,Rabi,Rice
Loamy,46,76,37,22.19,75.05,184.46,7.23,Rabi,Maize
Sandy,61,59,59,29.38,86.18,287.02,7.03,Rabi,Maize
Red,40,67,25,18.85,87.51,147.6,7.32,Kharif,Maize
Black,40,34,69,22.42,42.85,161.91,5.94,Zaid,Sugarcane
Sandy,85,25,55,32.51,81.42,142.34,6.81,Zaid,Soybean
Red,87,45,35,18.97,60.02,168.69,5.85,Kharif,Cotton
Sandy,83,73,26,27.69,80.58,69.57,6.07,Kharif,Soybean
Red,96,58,21,33.74,60.63,243.96,6.34,Zaid,Cotton
Loamy,65,26,34,18.49,79.95,298.05,6.09,Kharif,Soybean
Loamy,54,20,31,33.57,53.46,184.5,7.08,Rabi,Soybean
Red,61,72,67,32.78,72.78,243.29,5.77,Rabi,Maize
Black,82,75,40,31.96,78.46,133.06,7.33,Kharif,Soybean
Loamy,74,35,31,29.44,48.31,130.29,5.51,Zaid,Soybean
Sandy,87,24,43,34.67,46.89,266.29,6.99,Zaid,Sugarcane
Sandy,81,60,53,19.95,76.62,73.76,6.78,Kharif,Sugarcane
Loamy,51,30,33,20.63,47.38,109.77,7.42,Rabi,Soybean
Red,66,68,41,22.12,54.72,157.82,6.11,Zaid,Wheat
Sandy,68,64,45,19.87,78.98,176.97,5.95,Zaid,Rice
Clay,60,66,61,20.17,69.43,131.25,5.5,Zaid,Rice
Sandy,64,43,49,18.7,73.32,246.89,6.03,Rabi,Cotton
Black,43,32,23,18.85,79.71,112.21,7.42,Rabi,Soybean
Black,97,68,55,23.89,40.63,171.85,6.24,Rabi,Sugarcane
Black,45,59,61,29.56,52.57,296.77,6.38,Rabi,Soybean
Loamy,42,40,42,29.69,65.06,153.89,6.97,Kharif,Rice
Loamy,80,51,42,19.42,60.63,63.36,6.28,Zaid,Rice
Sandy,84,55,45,26.78,57.57,165.19,6.44,Kharif,Maize
Loamy,65,75,56,19.0,81.06,172.35,5.96,Rabi,Soybean
